N,Q_target,seed_id,Q_initial,Q_boundary,Q_boundary_abs_error,steps,final_delta_E,converged,alpha_c,kappa,lambda_pot,V,init_mode,E,E_cov,E_curv,E_pot,E_cov_weighted,E_curv_weighted,E_pot_weighted,rho_max,rho_mean,rho_std,num_peaks,geometry,phi_min,phi_mean,peak_coords,peak_vals,peak_dists,centers
16,1,0,1.0000000324887013,1.0000000324887013,3.248870128480519e-08,9000,4.379247861541202e-05,False,1.0,0.2,5.0,1.0,mixed,0.9055397620895236,1.2352984413155355e-07,4.527693271636963,1.968464573565143e-07,1.2352984413155355e-07,0.9055386543273927,9.842322867825715e-07,0.49999919533729553,0.0003684651164803654,0.00924059096723795,1,single-core,0.9999938011169434,1.0,"[(7, 7, 7), (7, 10, 6), (10, 7, 6), (7, 6, 10), (6, 4, 7), (6, 7, 4), (9, 9, 9), (5, 9, 9)]","[0.49999919533729553, 0.0007647673483006656, 0.0007646481390111148, 0.0007646282319910824, 0.00030885139130987227, 0.00030881166458129883, 0.00026154518127441406, 0.0002615253033582121]","[3.1622776601683795, 3.1622776601683795, 3.1622776601683795, 3.1622776601683795, 3.1622776601683795, 3.4641016151377544, 3.4641016151377544, 4.242640687119285, 5.656854249492381, 6.164414002968976, 3.7416573867739413, 3.7416573867739413, 3.7416573867739413, 5.0990195135927845, 5.0990195135927845, 4.47213595499958, 3.7416573867739413, 6.164414002968976, 3.7416573867739413, 6.164414002968976, 3.7416573867739413, 3.7416573867739413, 4.242640687119285, 6.164414002968976, 5.477225575051661, 6.164414002968976, 5.477225575051661, 4.0]","[(0.0, 0.0, 0.0)]"
16,1,1,1.0000000324887013,1.0000000324887013,3.248870128480519e-08,9000,4.379247861541202e-05,False,1.0,0.2,5.0,1.0,mixed,0.9055397620895236,1.2352984413155355e-07,4.527693271636963,1.968464573565143e-07,1.2352984413155355e-07,0.9055386543273927,9.842322867825715e-07,0.49999919533729553,0.0003684651164803654,0.00924059096723795,1,single-core,0.9999938011169434,1.0,"[(7, 7, 7), (7, 10, 6), (10, 7, 6), (7, 6, 10), (6, 4, 7), (6, 7, 4), (9, 9, 9), (5, 9, 9)]","[0.49999919533729553, 0.0007647673483006656, 0.0007646481390111148, 0.0007646282319910824, 0.00030885139130987227, 0.00030881166458129883, 0.00026154518127441406, 0.0002615253033582121]","[3.1622776601683795, 3.1622776601683795, 3.1622776601683795, 3.1622776601683795, 3.1622776601683795, 3.4641016151377544, 3.4641016151377544, 4.242640687119285, 5.656854249492381, 6.164414002968976, 3.7416573867739413, 3.7416573867739413, 3.7416573867739413, 5.0990195135927845, 5.0990195135927845, 4.47213595499958, 3.7416573867739413, 6.164414002968976, 3.7416573867739413, 6.164414002968976, 3.7416573867739413, 3.7416573867739413, 4.242640687119285, 6.164414002968976, 5.477225575051661, 6.164414002968976, 5.477225575051661, 4.0]","[(0.0, 0.0, 0.0)]"
16,1,2,1.0000000324887013,1.0000000324887013,3.248870128480519e-08,9000,4.379247861541202e-05,False,1.0,0.2,5.0,1.0,mixed,0.9055397620895236,1.2352984413155355e-07,4.527693271636963,1.968464573565143e-07,1.2352984413155355e-07,0.9055386543273927,9.842322867825715e-07,0.49999919533729553,0.0003684651164803654,0.00924059096723795,1,single-core,0.9999938011169434,1.0,"[(7, 7, 7), (7, 10, 6), (10, 7, 6), (7, 6, 10), (6, 4, 7), (6, 7, 4), (9, 9, 9), (5, 9, 9)]","[0.49999919533729553, 0.0007647673483006656, 0.0007646481390111148, 0.0007646282319910824, 0.00030885139130987227, 0.00030881166458129883, 0.00026154518127441406, 0.0002615253033582121]","[3.1622776601683795, 3.1622776601683795, 3.1622776601683795, 3.1622776601683795, 3.1622776601683795, 3.4641016151377544, 3.4641016151377544, 4.242640687119285, 5.656854249492381, 6.164414002968976, 3.7416573867739413, 3.7416573867739413, 3.7416573867739413, 5.0990195135927845, 5.0990195135927845, 4.47213595499958, 3.7416573867739413, 6.164414002968976, 3.7416573867739413, 6.164414002968976, 3.7416573867739413, 3.7416573867739413, 4.242640687119285, 6.164414002968976, 5.477225575051661, 6.164414002968976, 5.477225575051661, 4.0]","[(0.0, 0.0, 0.0)]"
16,1,3,1.0000000324887013,1.0000000324887013,3.248870128480519e-08,9000,4.379247861541202e-05,False,1.0,0.2,5.0,1.0,mixed,0.9055397620895236,1.2352984413155355e-07,4.527693271636963,1.968464573565143e-07,1.2352984413155355e-07,0.9055386543273927,9.842322867825715e-07,0.49999919533729553,0.0003684651164803654,0.00924059096723795,1,single-core,0.9999938011169434,1.0,"[(7, 7, 7), (7, 10, 6), (10, 7, 6), (7, 6, 10), (6, 4, 7), (6, 7, 4), (9, 9, 9), (5, 9, 9)]","[0.49999919533729553, 0.0007647673483006656, 0.0007646481390111148, 0.0007646282319910824, 0.00030885139130987227, 0.00030881166458129883, 0.00026154518127441406, 0.0002615253033582121]","[3.1622776601683795, 3.1622776601683795, 3.1622776601683795, 3.1622776601683795, 3.1622776601683795, 3.4641016151377544, 3.4641016151377544, 4.242640687119285, 5.656854249492381, 6.164414002968976, 3.7416573867739413, 3.7416573867739413, 3.7416573867739413, 5.0990195135927845, 5.0990195135927845, 4.47213595499958, 3.7416573867739413, 6.164414002968976, 3.7416573867739413, 6.164414002968976, 3.7416573867739413, 3.7416573867739413, 4.242640687119285, 6.164414002968976, 5.477225575051661, 6.164414002968976, 5.477225575051661, 4.0]","[(0.0, 0.0, 0.0)]"
16,1,4,1.0000000324887013,1.0000000324887013,3.248870128480519e-08,9000,4.379247861541202e-05,False,1.0,0.2,5.0,1.0,mixed,0.9055397620895236,1.2352984413155355e-07,4.527693271636963,1.968464573565143e-07,1.2352984413155355e-07,0.9055386543273927,9.842322867825715e-07,0.49999919533729553,0.0003684651164803654,0.00924059096723795,1,single-core,0.9999938011169434,1.0,"[(7, 7, 7), (7, 10, 6), (10, 7, 6), (7, 6, 10), (6, 4, 7), (6, 7, 4), (9, 9, 9), (5, 9, 9)]","[0.49999919533729553, 0.0007647673483006656, 0.0007646481390111148, 0.0007646282319910824, 0.00030885139130987227, 0.00030881166458129883, 0.00026154518127441406, 0.0002615253033582121]","[3.1622776601683795, 3.1622776601683795, 3.1622776601683795, 3.1622776601683795, 3.1622776601683795, 3.4641016151377544, 3.4641016151377544, 4.242640687119285, 5.656854249492381, 6.164414002968976, 3.7416573867739413, 3.7416573867739413, 3.7416573867739413, 5.0990195135927845, 5.0990195135927845, 4.47213595499958, 3.7416573867739413, 6.164414002968976, 3.7416573867739413, 6.164414002968976, 3.7416573867739413, 3.7416573867739413, 4.242640687119285, 6.164414002968976, 5.477225575051661, 6.164414002968976, 5.477225575051661, 4.0]","[(0.0, 0.0, 0.0)]"
16,1,5,1.0000000324887013,1.0000000324887013,3.248870128480519e-08,9000,4.379247861541202e-05,False,1.0,0.2,5.0,1.0,mixed,0.9055397620895236,1.2352984413155355e-07,4.527693271636963,1.968464573565143e-07,1.2352984413155355e-07,0.9055386543273927,9.842322867825715e-07,0.49999919533729553,0.0003684651164803654,0.00924059096723795,1,single-core,0.9999938011169434,1.0,"[(7, 7, 7), (7, 10, 6), (10, 7, 6), (7, 6, 10), (6, 4, 7), (6, 7, 4), (9, 9, 9), (5, 9, 9)]","[0.49999919533729553, 0.0007647673483006656, 0.0007646481390111148, 0.0007646282319910824, 0.00030885139130987227, 0.00030881166458129883, 0.00026154518127441406, 0.0002615253033582121]","[3.1622776601683795, 3.1622776601683795, 3.1622776601683795, 3.1622776601683795, 3.1622776601683795, 3.4641016151377544, 3.4641016151377544, 4.242640687119285, 5.656854249492381, 6.164414002968976, 3.7416573867739413, 3.7416573867739413, 3.7416573867739413, 5.0990195135927845, 5.0990195135927845, 4.47213595499958, 3.7416573867739413, 6.164414002968976, 3.7416573867739413, 6.164414002968976, 3.7416573867739413, 3.7416573867739413, 4.242640687119285, 6.164414002968976, 5.477225575051661, 6.164414002968976, 5.477225575051661, 4.0]","[(0.0, 0.0, 0.0)]"
16,1,6,1.0000000324887013,1.0000000324887013,3.248870128480519e-08,9000,4.379247861541202e-05,False,1.0,0.2,5.0,1.0,mixed,0.9055397620895236,1.2352984413155355e-07,4.527693271636963,1.968464573565143e-07,1.2352984413155355e-07,0.9055386543273927,9.842322867825715e-07,0.49999919533729553,0.0003684651164803654,0.00924059096723795,1,single-core,0.9999938011169434,1.0,"[(7, 7, 7), (7, 10, 6), (10, 7, 6), (7, 6, 10), (6, 4, 7), (6, 7, 4), (9, 9, 9), (5, 9, 9)]","[0.49999919533729553, 0.0007647673483006656, 0.0007646481390111148, 0.0007646282319910824, 0.00030885139130987227, 0.00030881166458129883, 0.00026154518127441406, 0.0002615253033582121]","[3.1622776601683795, 3.1622776601683795, 3.1622776601683795, 3.1622776601683795, 3.1622776601683795, 3.4641016151377544, 3.4641016151377544, 4.242640687119285, 5.656854249492381, 6.164414002968976, 3.7416573867739413, 3.7416573867739413, 3.7416573867739413, 5.0990195135927845, 5.0990195135927845, 4.47213595499958, 3.7416573867739413, 6.164414002968976, 3.7416573867739413, 6.164414002968976, 3.7416573867739413, 3.7416573867739413, 4.242640687119285, 6.164414002968976, 5.477225575051661, 6.164414002968976, 5.477225575051661, 4.0]","[(0.0, 0.0, 0.0)]"
16,1,7,1.0000000324887013,1.0000000324887013,3.248870128480519e-08,9000,4.379247861541202e-05,False,1.0,0.2,5.0,1.0,mixed,0.9055397620895236,1.2352984413155355e-07,4.527693271636963,1.968464573565143e-07,1.2352984413155355e-07,0.9055386543273927,9.842322867825715e-07,0.49999919533729553,0.0003684651164803654,0.00924059096723795,1,single-core,0.9999938011169434,1.0,"[(7, 7, 7), (7, 10, 6), (10, 7, 6), (7, 6, 10), (6, 4, 7), (6, 7, 4), (9, 9, 9), (5, 9, 9)]","[0.49999919533729553, 0.0007647673483006656, 0.0007646481390111148, 0.0007646282319910824, 0.00030885139130987227, 0.00030881166458129883, 0.00026154518127441406, 0.0002615253033582121]","[3.1622776601683795, 3.1622776601683795, 3.1622776601683795, 3.1622776601683795, 3.1622776601683795, 3.4641016151377544, 3.4641016151377544, 4.242640687119285, 5.656854249492381, 6.164414002968976, 3.7416573867739413, 3.7416573867739413, 3.7416573867739413, 5.0990195135927845, 5.0990195135927845, 4.47213595499958, 3.7416573867739413, 6.164414002968976, 3.7416573867739413, 6.164414002968976, 3.7416573867739413, 3.7416573867739413, 4.242640687119285, 6.164414002968976, 5.477225575051661, 6.164414002968976, 5.477225575051661, 4.0]","[(0.0, 0.0, 0.0)]"
16,2,0,2.0000000553231274,2.0000000553231274,5.532312741252099e-08,9000,0.006742300522136979,False,1.0,0.2,5.0,1.0,mixed,3.160836222566923,2.106870397255989e-06,15.804001808166504,6.750812644895632e-06,2.106870397255989e-06,3.160800361633301,3.375406322447816e-05,1.3470607995986938,0.0012861342402175069,0.027434078976511955,1,single-core,0.9997025728225708,0.9999977350234985,"[(7, 7, 7), (6, 10, 7), (10, 6, 7), (4, 6, 7), (7, 4, 6), (10, 9, 6), (3, 9, 7), (9, 12, 7)]","[1.3470607995986938, 0.008790711872279644, 0.008783698081970215, 0.003952324390411377, 0.0023298263549804688, 0.0021132032852619886, 0.0010555386543273926, 0.0008890628814697266]","[3.1622776601683795, 3.1622776601683795, 3.1622776601683795, 3.1622776601683795, 3.7416573867739413, 4.47213595499958, 5.385164807134504, 5.656854249492381, 4.47213595499958, 6.164414002968976, 4.242640687119285, 3.1622776601683795, 3.605551275463989, 6.0, 3.7416573867739413, 3.1622776601683795, 7.615773105863909, 6.082762530298219, 3.7416573867739413, 6.782329983125268, 3.1622776601683795, 7.810249675906654, 5.830951894845301, 6.48074069840786, 8.306623862918075, 7.0710678118654755, 3.3166247903554, 6.708203932499369]","[(-0.3740592857343393, -0.19099646791476516, 0.0), (0.3740592857343393, 0.19099646791476513, 0.0)]"
16,2,1,2.0000000573862753,2.0000000573862753,5.738627528728557e-08,9000,0.00675851096075375,False,1.0,0.2,5.0,1.0,mixed,3.160473871593331,2.20159472519299e-06,15.802181243896484,7.084243861754658e-06,2.20159472519299e-06,3.160436248779297,3.542121930877329e-05,1.345509648323059,0.001285984879359603,0.027439279481768608,1,single-core,0.9996160268783569,0.9999974370002747,"[(7, 7, 7), (10, 6, 7), (6, 10, 7), (6, 4, 7), (4, 7, 6), (9, 10, 6), (9, 3, 7), (12, 9, 7)]","[1.345509648323059, 0.009045600891113281, 0.008813460357487202, 0.003852446796372533, 0.0023288726806640625, 0.002094050170853734, 0.0010526379337534308, 0.0008888443117029965]","[3.1622776601683795, 3.1622776601683795, 3.1622776601683795, 3.1622776601683795, 3.7416573867739413, 4.47213595499958, 5.385164807134504, 5.656854249492381, 4.47213595499958, 6.164414002968976, 4.242640687119285, 3.1622776601683795, 3.605551275463989, 6.0, 3.7416573867739413, 3.1622776601683795, 7.615773105863909, 6.082762530298219, 3.7416573867739413, 6.782329983125268, 3.1622776601683795, 7.810249675906654, 5.830951894845301, 6.48074069840786, 8.306623862918075, 7.0710678118654755, 3.3166247903554, 6.708203932499369]","[(-0.38877045616965433, 0.3275243711330158, -0.0712238569126917), (0.33430302014059826, -0.12255684570615442, -0.09505949779724868)]"
